question_id,poll_id,race_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,partisan,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,start_date,end_date,sponsor_candidate,tracking,nationwide_batch,created_at,notes,url,stage,dem,rep,ind
134893,71964,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,15509,lv,lv,Online,U.S. House,,10/23/20,10/25/20,"",TRUE,false,10/26/20 12:36,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
134922,71973,8274,2020,,568,YouGov,1213,Yahoo News,,YouGov,391,YouGov,B+,1500,rv,rv,Online,U.S. House,,10/23/20,10/25/20,"",,false,10/26/20 16:18,,https://docs.cdn.yougov.com/fsf95uprtd/20201026_yahoo_coronavirus_tabs.pdf,general,51.0,38.0,
134923,71973,8274,2020,,568,YouGov,1213,Yahoo News,,YouGov,391,YouGov,B+,1350,lv,lv,Online,U.S. House,,10/23/20,10/25/20,"",,false,10/26/20 16:18,,https://docs.cdn.yougov.com/fsf95uprtd/20201026_yahoo_coronavirus_tabs.pdf,general,54.0,41.0,
134861,71945,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5348,lv,lv,Online,U.S. House,,10/12/20,10/25/20,"",TRUE,false,10/26/20 07:41,probabilistic voting question,https://election.usc.edu/,general,51.9,44.9,
134892,71963,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/22/20,10/24/20,"",TRUE,false,10/26/20 12:36,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
134735,71882,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5333,lv,lv,Online,U.S. House,,10/11/20,10/24/20,"",TRUE,false,10/25/20 07:16,probabilistic voting question,https://election.usc.edu/,general,51.62,45.2,
134891,71962,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/21/20,10/23/20,"",TRUE,false,10/26/20 12:36,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
134608,71820,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5225,lv,lv,Online,U.S. House,,10/10/20,10/23/20,"",TRUE,false,10/24/20 08:59,probabilistic voting question,https://election.usc.edu/,general,51.62,45.23,
134890,71961,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/20/20,10/22/20,"",TRUE,false,10/26/20 12:36,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
134402,71737,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5273,lv,lv,Online,U.S. House,,10/9/20,10/22/20,"",TRUE,false,10/23/20 07:50,probabilistic voting question,https://election.usc.edu/,general,51.85,45.08,
134889,71960,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/19/20,10/21/20,"",TRUE,false,10/26/20 12:36,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
134205,71635,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5309,lv,lv,Online,U.S. House,,10/8/20,10/21/20,"",TRUE,false,10/22/20 07:30,probabilistic voting question,https://election.usc.edu/,general,51.8,44.94,
135270,72140,8274,2020,,1634,Rethink Priorities,"","",,Rethink Priorities,672,Rethink Priorities,F,4933,lv,lv,Online,U.S. House,,10/20/20,10/20/20,"",,false,10/28/20 12:24,,https://static1.squarespace.com/static/5c64375df4e5314e7985012c/t/5f998f048ef3c11dadf5ddc1/1603899141511/Biden+at+%2B9.8+support+nationally+in+Rethink+Priorities+poll%2C+Dems+%2B5.3+for+Congress.pdf,general,47.7,42.4,
134010,71542,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1500,rv,rv,Online,U.S. House,,10/18/20,10/20/20,"",,false,10/21/20 09:08,,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf,general,47.0,40.0,
134011,71542,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1343,lv,lv,Online,U.S. House,,10/18/20,10/20/20,"",,false,10/21/20 09:08,,https://docs.cdn.yougov.com/hxop5lpnlj/econTabReport.pdf,general,50.0,43.0,
134204,71634,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,15821,lv,lv,Online,U.S. House,,10/18/20,10/20/20,"",TRUE,false,10/22/20 07:30,,https://morningconsult.com/2020-presidential-election-tracker/,general,50.0,42.0,
134602,71817,8274,2020,,1302,Echelon Insights,"","",,Echelon Insights,407,Echelon Insights,B/C,1006,lv,lv,Online,U.S. House,,10/16/20,10/20/20,"",,false,10/23/20 18:27,,https://echeloninsights.com/in-the-news/october-omnibus-election-2020/,general,48.0,44.0,
133978,71532,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5401,lv,lv,Online,U.S. House,,10/7/20,10/20/20,"",TRUE,false,10/21/20 07:36,probabilistic voting question,https://election.usc.edu/,general,51.89,44.6,
134203,71633,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/17/20,10/19/20,"",TRUE,false,10/22/20 07:29,,https://morningconsult.com/2020-presidential-election-tracker/,general,50.0,42.0,
134401,71531,8274,2020,,1406,Global Strategy Group/GBAO (Navigator Research),"","",,Global Strategy Group/GBAO (Navigator Research),413,Global Strategy Group/GBAO (Navigator Research),B/C,1000,rv,rv,Online,U.S. House,,10/15/20,10/19/20,"",,false,10/23/20 07:50,,https://navigatorresearch.org/wp-content/uploads/2020/10/Navigator-Full-Topline-F10.20.2020.pdf,general,51.0,43.0,
135306,72154,8274,2020,,907,GBAO,1501,Omidyar Network,,GBAO,109,GBAO,B/C,1150,rv,rv,Online,U.S. House,,10/15/20,10/19/20,"",,false,10/28/20 14:08,,https://omidyar.com/wp-content/uploads/2020/10/Omidyar-Network-National-Registered-Voters-Survey-Topline-Results-101920.pdf,general,51.0,39.0,
133791,71440,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5483,lv,lv,Online,U.S. House,,10/6/20,10/19/20,"",TRUE,false,10/20/20 07:19,probabilistic voting question,https://election.usc.edu/,general,52.06,44.39,
133820,71373,8274,2020,,568,YouGov,1213,Yahoo News,,YouGov,391,YouGov,B+,1465,lv,lv,Online,U.S. House,,10/16/20,10/18/20,"",,false,10/20/20 10:41,,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,51.0,40.0,
133821,71373,8274,2020,,568,YouGov,1213,Yahoo News,,YouGov,391,YouGov,B+,1583,rv,rv,Online,U.S. House,,10/16/20,10/18/20,"",,false,10/20/20 10:41,,https://docs.cdn.yougov.com/77ukszgou2/20201019_yahoo_tabs.pdf,general,47.0,36.0,
133658,71377,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,14994,lv,lv,Online,U.S. House,,10/16/20,10/18/20,"",TRUE,false,10/19/20 15:03,,https://morningconsult.com/2020-presidential-election-tracker/,general,50.0,42.0,
133620,71354,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5549,lv,lv,Online,U.S. House,,10/5/20,10/18/20,"",TRUE,false,10/19/20 07:30,probabilistic voting question,https://election.usc.edu/,general,52.25,44.27,
133657,71376,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/15/20,10/17/20,"",TRUE,false,10/19/20 15:03,,https://morningconsult.com/2020-presidential-election-tracker/,general,50.0,42.0,
133494,71293,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5665,lv,lv,Online,U.S. House,,10/4/20,10/17/20,"",TRUE,false,10/18/20 07:08,probabilistic voting question,https://election.usc.edu/,general,52.33,44.2,
133656,71375,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/14/20,10/16/20,"",TRUE,false,10/19/20 15:02,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,42.0,
133380,71236,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5637,lv,lv,Online,U.S. House,,10/3/20,10/16/20,"",TRUE,false,10/17/20 07:59,probabilistic voting question,https://election.usc.edu/,general,52.39,44.17,
133655,71374,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/13/20,10/15/20,"",TRUE,false,10/19/20 15:02,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
133231,71165,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5534,lv,lv,Online,U.S. House,,10/2/20,10/15/20,"",TRUE,false,10/16/20 07:15,probabilistic voting question,https://election.usc.edu/,general,51.99,44.4,
133081,71094,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,15499,lv,lv,Online,U.S. House,,10/12/20,10/14/20,"",TRUE,false,10/15/20 12:47,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
133015,71066,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5425,lv,lv,Online,U.S. House,,10/1/20,10/14/20,"",TRUE,false,10/15/20 07:47,probabilistic voting question,https://election.usc.edu/,general,51.85,44.36,
132841,70989,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1500,rv,rv,Online,U.S. House,,10/11/20,10/13/20,"",,false,10/14/20 09:56,,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf,general,43.0,37.0,
132842,70989,8274,2020,,568,YouGov,352,Economist,,YouGov,391,YouGov,B+,1333,lv,lv,Online,U.S. House,,10/11/20,10/13/20,"",,false,10/14/20 09:57,,https://docs.cdn.yougov.com/1ace2lgidt/econTabReport.pdf,general,49.0,41.0,
133080,71093,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/11/20,10/13/20,"",TRUE,false,10/15/20 12:47,,https://morningconsult.com/2020-presidential-election-tracker/,general,49.0,43.0,
132814,70980,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5249,lv,lv,Online,U.S. House,,9/30/20,10/13/20,"",TRUE,false,10/14/20 07:45,probabilistic voting question,https://election.usc.edu/,general,52.07,44.26,
133079,71092,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/10/20,10/12/20,"",TRUE,false,10/15/20 12:47,,https://morningconsult.com/2020-presidential-election-tracker/,general,48.0,43.0,
133012,71065,8274,2020,,335,NBC News/The Wall Street Journal,"","",,NBC News/The Wall Street Journal,221,NBC News/The Wall Street Journal,B+,1000,rv,rv,Live Phone,U.S. House,,10/9/20,10/12/20,"",,false,10/15/20 00:27,,https://s.wsj.net/public/resources/documents/WSJNBCPoll-Mid-October-2020.pdf,general,47.0,39.0,
132426,70778,8274,2020,,1559,Opinium,614,The Guardian,,Opinium,559,Opinium,B/C,1747,lv,lv,Online,U.S. House,,10/8/20,10/12/20,"",,false,10/13/20 14:38,,https://www.opinium.com/resource-center/biden-extends-lead-over-trump-to-17-points/,general,51.0,40.0,
132356,70751,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5081,lv,lv,Online,U.S. House,,9/29/20,10/12/20,"",TRUE,false,10/13/20 07:42,probabilistic voting question,https://election.usc.edu/,general,52.34,43.96,
132409,70742,8274,2020,,568,YouGov,1213,Yahoo News,,YouGov,391,YouGov,B+,1525,rv,rv,Online,U.S. House,,10/9/20,10/11/20,"",,false,10/13/20 10:43,,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf,general,45.0,38.0,
132410,70742,8274,2020,,568,YouGov,1213,Yahoo News,,YouGov,391,YouGov,B+,1366,lv,lv,Online,U.S. House,,10/9/20,10/11/20,"",,false,10/13/20 10:43,,https://docs.cdn.yougov.com/7h9ohi94io/20201011_yahoo_coronavirus_tabs.pdf,general,48.0,41.0,
132355,70750,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,16045,lv,lv,Online,U.S. House,,10/9/20,10/11/20,"",TRUE,false,10/13/20 07:42,,https://morningconsult.com/2020-presidential-election-tracker/,general,48.0,43.0,
132316,70729,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5065,lv,lv,Online,U.S. House,,9/28/20,10/11/20,"",TRUE,false,10/12/20 07:24,probabilistic voting question,https://election.usc.edu/,general,52.26,43.94,
132354,70749,8274,2020,,1189,Morning Consult,"","",,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/8/20,10/10/20,"",TRUE,false,10/13/20 07:42,,https://morningconsult.com/2020-presidential-election-tracker/,general,48.0,43.0,
132304,70723,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5091,lv,lv,Online,U.S. House,,9/27/20,10/10/20,"",TRUE,false,10/11/20 07:35,probabilistic voting question,https://election.usc.edu/,general,52.12,44.1,
132353,70748,8274,2020,,1189,Morning Consult,1393,American Hotel and Lodging Association,,Morning Consult,218,Morning Consult,B,12000,lv,lv,Online,U.S. House,,10/7/20,10/9/20,"",TRUE,false,10/13/20 07:41,,https://morningconsult.com/2020-presidential-election-tracker/,general,48.0,43.0,
132271,70714,8274,2020,,1610,USC Dornsife/Los Angeles Times,"","",,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5198,lv,lv,Online,U.S. House,,9/26/20,10/9/20,"",TRUE,false,10/10/20 08:44,probabilistic voting question,https://election.usc.edu/,general,51.99,44.18,
