question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
132269,70713,2020,California,940,Lake Research Partners,"","",Lake Research Partners,165,Lake Research Partners,B/C,400,lv,lv,Live Phone,U.S. House,1,District 1,10/1/20,10/4/20,11/3/20,Audrey Denney,true,DEM,,false,false,10/9/20 19:16,,https://audreyforcongress.com/wp-content/uploads/2020/10/PACmemo.Denney.f.2020.10.07.pdf,general,7850,LaMalfa,14660,Doug LaMalfa,REP,49.0
132153,70665,2020,New York,438,Siena College,1100,Syracuse.com,Siena College,305,Siena College,A-,383,lv,lv,Live Phone,U.S. House,22,District 22,9/27/20,10/4/20,11/3/20,"",false,,,false,false,10/8/20 07:40,,https://www.syracuse.com/politics/cny/2020/10/brindisi-surges-ahead-of-tenney-in-house-race-siena-college-syracusecom-poll.html,general,8113,Brindisi,15276,Anthony J. Brindisi,DEM,48.0
132153,70665,2020,New York,438,Siena College,1100,Syracuse.com,Siena College,305,Siena College,A-,383,lv,lv,Live Phone,U.S. House,22,District 22,9/27/20,10/4/20,11/3/20,"",false,,,false,false,10/8/20 07:40,,https://www.syracuse.com/politics/cny/2020/10/brindisi-surges-ahead-of-tenney-in-house-race-siena-college-syracusecom-poll.html,general,8113,Tenney,15278,Claudia Tenney,REP,39.0
132153,70665,2020,New York,438,Siena College,1100,Syracuse.com,Siena College,305,Siena College,A-,383,lv,lv,Live Phone,U.S. House,22,District 22,9/27/20,10/4/20,11/3/20,"",false,,,false,false,10/8/20 07:40,,https://www.syracuse.com/politics/cny/2020/10/brindisi-surges-ahead-of-tenney-in-house-race-siena-college-syracusecom-poll.html,general,8113,Price,15277,Keith Price,LIB,4.0
132021,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,243,rv,rv,Live Phone/Online,U.S. House,1,District 1,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1aNLin7vNNxFEK0dNKj8JYdfyz0wkGj6n/view,general,8014,Pingree,15116,Chellie Pingree,DEM,56.0
132021,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,243,rv,rv,Live Phone/Online,U.S. House,1,District 1,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1aNLin7vNNxFEK0dNKj8JYdfyz0wkGj6n/view,general,8014,Allen,15117,Jay T. Allen,REP,23.0
132022,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,248,rv,rv,Live Phone/Online,U.S. House,2,District 2,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1aNLin7vNNxFEK0dNKj8JYdfyz0wkGj6n/view,general,8015,Golden,14752,Jared Golden,DEM,51.0
132022,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,248,rv,rv,Live Phone/Online,U.S. House,2,District 2,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1aNLin7vNNxFEK0dNKj8JYdfyz0wkGj6n/view,general,8015,Crafts,14753,Dale Crafts,REP,33.0
132023,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,232,lv,lv,Live Phone/Online,U.S. House,1,District 1,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1rgOpdiCIcbEBjnt2pVvQO7ztkbfsNB90/view,general,8014,Pingree,15116,Chellie Pingree,DEM,58.0
132023,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,232,lv,lv,Live Phone/Online,U.S. House,1,District 1,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1rgOpdiCIcbEBjnt2pVvQO7ztkbfsNB90/view,general,8014,Allen,15117,Jay T. Allen,REP,24.0
132024,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,234,lv,lv,Live Phone/Online,U.S. House,2,District 2,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1rgOpdiCIcbEBjnt2pVvQO7ztkbfsNB90/view,general,8015,Golden,14752,Jared Golden,DEM,52.0
132024,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,234,lv,lv,Live Phone/Online,U.S. House,2,District 2,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/6/20 13:44,,https://drive.google.com/file/d/1rgOpdiCIcbEBjnt2pVvQO7ztkbfsNB90/view,general,8015,Crafts,14753,Dale Crafts,REP,34.0
132098,70622,2020,Alaska,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,676,lv,lv,Live Phone/Online,U.S. House,1,District 1,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/7/20 12:59,,https://twitter.com/IvanMoore1/status/1313884720434880513,general,7836,Galvin,14617,Alyse S. Galvin,DEM,48.0
132098,70622,2020,Alaska,1334,Alaska Survey Research,"","",Alaska Survey Research,155,Alaska Survey Research,B/C,676,lv,lv,Live Phone/Online,U.S. House,1,District 1,9/25/20,10/4/20,11/3/20,"",false,,,false,false,10/7/20 12:59,,https://twitter.com/IvanMoore1/status/1313884720434880513,general,7836,Young,14618,Don Young,REP,46.0
131598,70551,2020,Florida,1357,St. Pete Polls,"","",St. Pete Polls,314,St. Pete Polls,C,1015,lv,lv,Automated Phone,U.S. House,21,District 21,10/2/20,10/2/20,11/3/20,"",false,,,false,false,10/4/20 12:18,,https://floridapolitics.com/archives/371859-heres-brunch-a-pop-up-weekend-email-about-final-weeks-of-the-2020-campaign-10-4-20,general,7936,Frankel,15959,Lois Frankel,DEM,61.0
131598,70551,2020,Florida,1357,St. Pete Polls,"","",St. Pete Polls,314,St. Pete Polls,C,1015,lv,lv,Automated Phone,U.S. House,21,District 21,10/2/20,10/2/20,11/3/20,"",false,,,false,false,10/4/20 12:18,,https://floridapolitics.com/archives/371859-heres-brunch-a-pop-up-weekend-email-about-final-weeks-of-the-2020-campaign-10-4-20,general,7936,Loomer,15960,Laura Loomer,REP,33.0
131598,70551,2020,Florida,1357,St. Pete Polls,"","",St. Pete Polls,314,St. Pete Polls,C,1015,lv,lv,Automated Phone,U.S. House,21,District 21,10/2/20,10/2/20,11/3/20,"",false,,,false,false,10/4/20 12:18,,https://floridapolitics.com/archives/371859-heres-brunch-a-pop-up-weekend-email-about-final-weeks-of-the-2020-campaign-10-4-20,general,7936,Malkemus,14947,Charleston Malkemus,NPA,2.0
131996,70598,2020,North Carolina,1616,LOC Wick,1443,Left of Center,LOC Wick,612,LOC Wick,,400,lv,lv,IVR/Online,U.S. House,9,District 9,9/30/20,10/2/20,11/3/20,"",false,DEM,,false,false,10/6/20 10:39,,https://projects.fivethirtyeight.com/polls/20201006_NC_Wick.pdf,general,8127,Wallace,15178,Cynthia Lee Wallace,DEM,33.53
131996,70598,2020,North Carolina,1616,LOC Wick,1443,Left of Center,LOC Wick,612,LOC Wick,,400,lv,lv,IVR/Online,U.S. House,9,District 9,9/30/20,10/2/20,11/3/20,"",false,DEM,,false,false,10/6/20 10:39,,https://projects.fivethirtyeight.com/polls/20201006_NC_Wick.pdf,general,8127,Bishop,15180,Dan Bishop,REP,29.78
131628,70558,2020,Pennsylvania,907,GBAO,"","",GBAO,109,GBAO,B/C,500,lv,lv,Live Phone,U.S. House,10,District 10,9/29/20,10/2/20,11/3/20,Eugene DePasquale,true,DEM,,false,false,10/5/20 11:32,,https://www.yorkdispatch.com/story/news/politics/2020/10/05/internal-poll-depasquale-up-6-10th-congressional-district-race/3621859001/,general,8168,DePasquale,14646,Eugene DePasquale,DEM,51.0
131628,70558,2020,Pennsylvania,907,GBAO,"","",GBAO,109,GBAO,B/C,500,lv,lv,Live Phone,U.S. House,10,District 10,9/29/20,10/2/20,11/3/20,Eugene DePasquale,true,DEM,,false,false,10/5/20 11:32,,https://www.yorkdispatch.com/story/news/politics/2020/10/05/internal-poll-depasquale-up-6-10th-congressional-district-race/3621859001/,general,8168,Perry,14647,Scott Perry,REP,45.0
131965,70582,2020,Florida,1229,Data Targeting,"","",Data Targeting,406,Data Targeting,,400,lv,lv,,U.S. House,16,District 16,9/29/20,10/1/20,11/3/20,Vern Buchanan,true,REP,,false,false,10/5/20 17:02,,https://www.tampabay.com/florida-politics/2020/10/05/buchanan-good-tout-differing-polls-in-race-for-florida-congressional-seat/,general,7931,Good,13650,Margaret Good,DEM,37.0
131965,70582,2020,Florida,1229,Data Targeting,"","",Data Targeting,406,Data Targeting,,400,lv,lv,,U.S. House,16,District 16,9/29/20,10/1/20,11/3/20,Vern Buchanan,true,REP,,false,false,10/5/20 17:02,,https://www.tampabay.com/florida-politics/2020/10/05/buchanan-good-tout-differing-polls-in-race-for-florida-congressional-seat/,general,7931,Buchanan,13649,Vern Buchanan,REP,53.0
132054,70623,2020,California,603,Strategies 360,"","",Strategies 360,321,Strategies 360,B/C,400,lv,lv,Live Phone/Online,U.S. House,22,District 22,9/29/20,10/1/20,11/3/20,Phil Arballo,true,DEM,,false,false,10/6/20 21:49,,https://thehill.com/homenews/campaign/519903-democrat-arballo-gains-on-nunes-internal-poll,general,7871,Arballo,14850,Phil Arballo,DEM,46.0
132054,70623,2020,California,603,Strategies 360,"","",Strategies 360,321,Strategies 360,B/C,400,lv,lv,Live Phone/Online,U.S. House,22,District 22,9/29/20,10/1/20,11/3/20,Phil Arballo,true,DEM,,false,false,10/6/20 21:49,,https://thehill.com/homenews/campaign/519903-democrat-arballo-gains-on-nunes-internal-poll,general,7871,Nunes,14851,Devin Nunes,REP,51.0
132249,70701,2020,Virginia,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,5,District 5,9/27/20,10/1/20,11/3/20,Cameron Webb,true,DEM,,false,false,10/9/20 10:27,,https://thehill.com/homenews/campaign/520314-internal-poll-shows-tight-race-in-virginia-house-race,general,8241,Webb,14656,Cameron Webb,DEM,45.0
132249,70701,2020,Virginia,178,Global Strategy Group,"","",Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,5,District 5,9/27/20,10/1/20,11/3/20,Cameron Webb,true,DEM,,false,false,10/9/20 10:27,,https://thehill.com/homenews/campaign/520314-internal-poll-shows-tight-race-in-virginia-house-race,general,8241,Good,14657,Bob Good,REP,42.0
131625,70557,2020,New Jersey,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,588,rv,rv,Live Phone/Online,U.S. House,2,District 2,9/26/20,10/1/20,11/3/20,"",false,,,false,false,10/5/20 11:04,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_nj_100520/,general,8078,Kennedy,14695,Amy Kennedy,DEM,49.0
131625,70557,2020,New Jersey,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,588,rv,rv,Live Phone/Online,U.S. House,2,District 2,9/26/20,10/1/20,11/3/20,"",false,,,false,false,10/5/20 11:04,,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_nj_100520/,general,8078,Van Drew,15203,Jeff Van Drew,REP,44.0
131626,70557,2020,New Jersey,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,588,lv,lv,Live Phone/Online,U.S. House,2,District 2,9/26/20,10/1/20,11/3/20,"",false,,,false,false,10/5/20 11:06,high turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_nj_100520/,general,8078,Kennedy,14695,Amy Kennedy,DEM,50.0
131626,70557,2020,New Jersey,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,588,lv,lv,Live Phone/Online,U.S. House,2,District 2,9/26/20,10/1/20,11/3/20,"",false,,,false,false,10/5/20 11:06,high turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_nj_100520/,general,8078,Van Drew,15203,Jeff Van Drew,REP,44.0
131627,70557,2020,New Jersey,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,588,lv,lv,Live Phone/Online,U.S. House,2,District 2,9/26/20,10/1/20,11/3/20,"",false,,,false,false,10/5/20 11:07,low turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_nj_100520/,general,8078,Kennedy,14695,Amy Kennedy,DEM,51.0
131627,70557,2020,New Jersey,320,Monmouth University,"","",Monmouth University,215,Monmouth University,A+,588,lv,lv,Live Phone/Online,U.S. House,2,District 2,9/26/20,10/1/20,11/3/20,"",false,,,false,false,10/5/20 11:07,low turnout model,https://www.monmouth.edu/polling-institute/reports/monmouthpoll_nj_100520/,general,8078,Van Drew,15203,Jeff Van Drew,REP,44.0
132206,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,761,lv,lv,Automated Phone,U.S. House,1,District 1,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 16:50,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7992,Barnett,15722,Kali Barnett,DEM,25.0
132206,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,761,lv,lv,Automated Phone,U.S. House,1,District 1,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 16:50,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7992,Mann,15770,Tracey Mann,REP,56.0
132207,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,712,lv,lv,Automated Phone,U.S. House,3,District 3,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 16:54,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7994,Davids,15056,Sharice Davids,DEM,56.0
132207,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,712,lv,lv,Automated Phone,U.S. House,3,District 3,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 16:54,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7994,Adkins,15723,Amanda L. Adkins,REP,36.0
132208,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,842,lv,lv,Automated Phone,U.S. House,4,District 4,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 16:54,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7995,Lombard,15058,Laura Lombard,DEM,37.0
132208,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,842,lv,lv,Automated Phone,U.S. House,4,District 4,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 16:54,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7995,Estes,15059,Ron Estes,REP,51.0
132209,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,739,lv,lv,Automated Phone,U.S. House,2,District 2,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 17:01,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7993,De La Isla,14713,Michelle De La Isla,DEM,36.0
132209,70686,2020,Kansas,1425,VCreek/AMG,"","",VCreek/AMG,501,VCreek/AMG,,739,lv,lv,Automated Phone,U.S. House,2,District 2,9/29/20,9/30/20,11/3/20,"",false,,,false,false,10/8/20 17:01,,https://projects.fivethirtyeight.com/polls/20201008_KS.pdf,general,7993,LaTurner,14712,Jake LaTurner,REP,47.0
131813,70579,2020,Oklahoma,102,Cole Hargrave Snodgrass & Associates,"","",Cole Hargrave Snodgrass & Associates,56,Cole Hargrave Snodgrass & Associates,B/C,500,lv,lv,Live Phone/Text,U.S. House,5,District 5,9/25/20,9/30/20,11/3/20,"",false,,,false,false,10/5/20 14:39,,https://projects.fivethirtyeight.com/polls/20201005_OK_ColeHargrave.pdf,general,8153,Horn,15367,Kendra Horn,DEM,45.0
131813,70579,2020,Oklahoma,102,Cole Hargrave Snodgrass & Associates,"","",Cole Hargrave Snodgrass & Associates,56,Cole Hargrave Snodgrass & Associates,B/C,500,lv,lv,Live Phone/Text,U.S. House,5,District 5,9/25/20,9/30/20,11/3/20,"",false,,,false,false,10/5/20 14:39,,https://projects.fivethirtyeight.com/polls/20201005_OK_ColeHargrave.pdf,general,8153,Bice,16007,Stephanie Bice,REP,49.0
132037,70618,2020,New York,383,Public Policy Polling,"","",Public Policy Polling,263,Public Policy Polling,B,1228,v,v,,U.S. House,23,District 23,9/28/20,9/29/20,11/3/20,Tracy Mitrano,true,DEM,,false,false,10/6/20 17:46,,https://projects.fivethirtyeight.com/polls/20201006_ny23.pdf,general,8114,Mitrano,15279,Tracy Mitrano,DEM,40.0
132037,70618,2020,New York,383,Public Policy Polling,"","",Public Policy Polling,263,Public Policy Polling,B,1228,v,v,,U.S. House,23,District 23,9/28/20,9/29/20,11/3/20,Tracy Mitrano,true,DEM,,false,false,10/6/20 17:46,,https://projects.fivethirtyeight.com/polls/20201006_ny23.pdf,general,8114,Reed,15281,Thomas Reed,REP,47.0
131590,70115,2020,New York,438,Siena College,"","",Siena College,305,Siena College,A-,414,lv,lv,Live Phone,U.S. House,24,District 24,9/27/20,9/29/20,11/3/20,"",false,,,false,false,10/4/20 07:44,,https://scri.siena.edu/wp-content/uploads/2020/10/CD240920-Crosstabs.pdf,general,8115,Balter,14654,Dana Balter,DEM,42.0
131590,70115,2020,New York,438,Siena College,"","",Siena College,305,Siena College,A-,414,lv,lv,Live Phone,U.S. House,24,District 24,9/27/20,9/29/20,11/3/20,"",false,,,false,false,10/4/20 07:44,,https://scri.siena.edu/wp-content/uploads/2020/10/CD240920-Crosstabs.pdf,general,8115,Katko,14655,John Katko,REP,40.0
131590,70115,2020,New York,438,Siena College,"","",Siena College,305,Siena College,A-,414,lv,lv,Live Phone,U.S. House,24,District 24,9/27/20,9/29/20,11/3/20,"",false,,,false,false,10/4/20 07:44,,https://scri.siena.edu/wp-content/uploads/2020/10/CD240920-Crosstabs.pdf,general,8115,Williams,15311,Steve Williams,WFP,6.0
131591,70115,2020,New York,438,Siena College,"","",Siena College,305,Siena College,A-,414,lv,lv,Live Phone,U.S. House,24,District 24,9/27/20,9/29/20,11/3/20,"",false,,,false,false,10/4/20 07:44,,https://scri.siena.edu/wp-content/uploads/2020/10/CD240920-Crosstabs.pdf,general,8115,Balter,14654,Dana Balter,DEM,45.0
